Article,Actual Summary,Predicted Summary,ROUGE-1 Precision
"summarize: Cult band Kasabian surge forward
 
 Indie dance band Kasabian built up a cult following throughout 2004 to secure three Brit Award nominations.
 
 The four-piece Leicester band blends dark electronics with rock, earning Kasabian places on the best British group, rock act and live act shortlists. They have also earned a reputation as outspoken and charismatic, in contrast to fellow Brit nominees such as Keane and Snow Patrol. ""British music needs a kick up the arse and Britain needs a new band to breathe life into the British people again,"" declared Kasabian's singer Tom Meighan.
 
 ""No-one's doing it at the minute. Music feels like it's in the afterlife right now. We don't want people to give up on it. ""The serpent's going to rise from the sea and scare all the pirates away!"" Meighan grew up in Leicester with Kasabian songwriter/guitarist Sergio Pizzorno and bassist Chris Edwards, a trio which began making music from the age of 17.
 
 They enlisted guitarist and keyboard player Christopher Karloff after spotting him in a pub. ""We saw his long sideburns and thought 'hey, he looks the part, we'll ask him,'"" said Meighan. Inspired by Britpop and a mutual love of hardcore, an early 1990s genre that fused house music with hip hop beats and a dark sensibility, they added an electronic element to the traditional guitar sound. ""We got a computer and we cut rock'n'roll up, because there's no point in going back to how it was,"" said Meighan. ""It's all about new ideas and creativity.""
 
 The band's original approach is reflected in its name, inspired by Linda Kasabian - the getaway driver of US serial killer Charles Manson. Coincidentally it is also the Armenian term for ""butcher"". Kasabian moved into a remote farmhouse in Rutland to record their debut album, benefiting from its isolation but also managing to sneak in a few parties while they were there. Signed to the RCA record label, Kasabian tested the water with two singles, Club Foot and LSF, which reached numbers 19 and 10 in the UK singles chart respectively.
 
 They built up their following on the summer festival circuit, opening both Glastonbury and T in the Park, and at a series of ""guerilla gigs"" at unusual venues including","""British music needs a kick up the arse and Britain needs a new band to breathe life into the British people again,"" declared Kasabian's singer Tom Meighan.Meighan grew up in Leicester with Kasabian songwriter/guitarist Sergio Pizzorno and bassist Chris Edwards, a trio which began making music from the age of 17.But music needs us as well.""""We take our music seriously, definitely, but we want to have fun with it,"" said Pizzorno.Indie dance band Kasabian built up a cult following throughout 2004 to secure three Brit Award nominations.The four-piece Leicester band blends dark electronics with rock, earning Kasabian places on the best British group, rock act and live act shortlists.Kasabian moved into a remote farmhouse in Rutland to record their debut album, benefiting from its isolation but also managing to sneak in a few parties while they were there.""We saw his long sideburns and thought 'hey, he looks the part, we'll ask him,'"" said Meighan.""We got a computer and we cut rock'n'roll up, because there's no point in going back to how it was,"" said Meighan.""This is not a job to us,"" added Meighan.Signed to the RCA record label, Kasabian tested","summarize: Cult band Kasabian surge forward from 2004 to 2003 to secure three Brit Award nominations. ""We got a computer and we cut rock'n'roll up, because there's no point in going back to how it was,"" said Meighan. ""It's all about new ideas and creativity."" The four-piece Leicester band blends dark electronics with rock, earning Kabian places on the best British group, rock act and live act shortlists. They have also earned a reputation as outspoken and charismatic, in contrast to fellow Brit nominees such as Keane and Snow Patrol. ""British music needs a kick up the arse and Britain needs a new band to breathe life into the British people again,"" declared Kas",0.45410628019323673
"summarize: Clyde 0-5 Celtic
 
 Celtic brushed aside Clyde to secure their place in the Scottish Cup semi-final, but only after a nervy and testing first half.
 
 The home side's Craig Bryson had a goal chopped off before Stan Varga headed Celtic into the lead. Alan Thompson scored from the penalty spot at the start of the second half after Shaun Maloney had been fouled. Stilian Petrov slid in a third, Varga tapped in his second and Craig Bellamy completed the rout with a fine drive. Bryn Halliwell was the busier keeper early on, saving from Bellamy, Chris Sutton and Juninho. Clyde had the ball in the net after half-an-hour through a tremendous strike from Bryson, but the referee had already blown for a foul by Petrov. From the resulting free kick, Darren Sheridan curled the ball round the Celtic wall only for the post to deny him. Back at the other end, Halliwell did well to come off his line and block Bellamy's effort to lift the ball over him. The keeper misjudged a corner that Stephane Henchoz headed wide, but a similar scenario five minutes before the break led to the opening goal. The ball was delivered from the left and Halliwell was left floundering as Varga glanced the ball into the net.
 
 Maloney replaced the injured Sutton at half time and he marked his first competitive appearance after a year out injured by helping his side take a two-goal lead just after the break. The young striker fired a free kick straight into the Clyde wall but as he collected the rebound, he was tripped by Bryson and Thompson converted the penalty. Sheridan and Bellamy were involved in something of a flare-up that led to both being booked after the intervention of the assistant referee. Juninho brought out another good save from Halliwell and then Petrov saw a tremendous effort come off the top of the bar. But Petrov and Juninho combined brilliantly to allow the Bulgarian to make it 3-0 on the hour mark - a quick one-two giving him the time and space to steer the ball past Halliwell from 12 yards. Varga got his second goal of the game as Celtic drove home their advantage - Thompson whipped in a corner from the right and the unmarked defender simply tapped the ball over the line from a couple of yards out. Celtic were utterly dominant by this stage and Bellamy opened his scoring account for the",": Varga 40, Thompson 48 pen, Petrov 60, Varga 68, Bellamy 72.Douglas, Henchoz, McNamara, Balde, Varga, Juninho Paulista, Thompson, Lennon (Lambert 70), Sutton (Maloney 45), Petrov (McGeady 70), Bellamy.Thompson, Bellamy.Varga got his second goal of the game as Celtic drove home their advantage - Thompson whipped in a corner from the right and the unmarked defender simply tapped the ball over the line from a couple of yards out.The ball was delivered from the left and Halliwell was left floundering as Varga glanced the ball into the net.Bryn Halliwell was the busier keeper early on, saving from Bellamy, Chris Sutton and Juninho.Stilian Petrov slid in a third, Varga tapped in his second and Craig Bellamy completed the rout with a fine drive.Clyde had the ball in the net after half-an-hour through a tremendous strike from Bryson, but the referee had already blown for a foul by Petrov.Celtic were utterly dominant by this stage and Bellamy opened his scoring account for the club after a fine move involving Aiden McGeady, Jackie McNamara and Maloney culminated in the Welshman hammering the ball into the net","summarize: Clyde 0-5 Celtic 0 -5 Celtic 1:00:00-2 Celtic 2:00 Celtic 1-5 Scottish Cup Semi-final Celtic brushed aside Clyde to secure their place in the Scottish Cup semi-final, but only after a nervy and testing first half.2:00 p.m. 0:00 The home side's Craig Bryson had a goal chopped off before Stan Varga headed Celtic into the lead. Alan Thompson scored from the penalty spot at the start of the second half after Shaun Maloney had been fouled. Stilian Petrov slid in a third, Varga tapped in his second and Craig Bellamy completed the rout with a fine drive. Bryn Halliwell",0.2774869109947644
"summarize: Isinbayeva claims new world best
 
 Pole vaulter Yelena Isinbayeva broke her own indoor world record by clearing 4.89 metres in Lievin on Saturday.
 
 It was the Russian's 12th world record of her career and came just a few days after she cleared 4.88m at the Norwich Union Grand Prix in Birmingham. The Olympic champion went on to attempt 5.05m at the meeting on France but failed to clear that height. In the men's 60m, former Olympic 100m champion Maurice Greene could only finish second to Leonard Scott. It was Greene's second consecutive defeat at the hands of his fellow American, who also won in Birmingham last week. ""I ran my race perfectly,"" said Scott, who won in 6.46secs, his best time indoors. ""I am happy even if I know that Maurice is a long way from being at his peak at the start of the season.""
","In the men's 60m, former Olympic 100m champion Maurice Greene could only finish second to Leonard Scott.It was the Russian's 12th world record of her career and came just a few days after she cleared 4.88m at the Norwich Union Grand Prix in Birmingham.It was Greene's second consecutive defeat at the hands of his fellow American, who also won in Birmingham last week.","summarize: Isinbayeva claims new world best in 1.88m at the meeting on France but failed to clear that height. In the men's 60m, former Olympic 100m champion Yelena IsinBayeva broke her own indoor world record by clearing 4.89 metres in Lievin on Saturday. “What’s your best time at the moment?” It was the Russian's 12th world record of her career and came just a few days after she cleared 4.88 m at the Norwich Union Grand Prix in Birmingham. The Olympic champion went on to attempt 5.05m at a meeting on 4.08m at La 1st of the World Championship, the best time in the",0.6521739130434783
"summarize: EU ministers to mull jet fuel tax
 
 European Union finance ministers are meeting on Thursday in Brussels, where they are to discuss a controversial jet fuel tax.
 
 A levy on jet fuel has been suggested as a way to raise funds to finance aid for the world's poorest nations. Airlines and aviation bodies have reacted strongly against the plans, saying they would hurt companies at a time when earnings are under pressure. The EU said a tax would only be passed after full consultation with airlines. It was keen to point out earlier this week that any new tax on jet fuel should not hurt the ""competitiveness of the airlines"". Ministers will also be discussing reforms to regulations governing European public spending.
 
 Global leaders have focused attention on poverty reduction and development at recent meetings of the G7 Group and World Economic Forum. The world's richest countries have said they want to boost the amount of aid they give to 0.7% of their annual gross national income by 2015. Many EU ministers are thought to support the plan to tax jet fuel - tabled by France and Germany following the recent G7 meeting. At present, the fuel used by airlines enjoys either a very low tax rate or is untaxed in EU member states.
","European Union finance ministers are meeting on Thursday in Brussels, where they are to discuss a controversial jet fuel tax.Many EU ministers are thought to support the plan to tax jet fuel - tabled by France and Germany following the recent G7 meeting.It was keen to point out earlier this week that any new tax on jet fuel should not hurt the ""competitiveness of the airlines"".The EU said a tax would only be passed after full consultation with airlines.","summarize: EU ministers to mull jet fuel tax on Thursday in Brussels, where they are to discuss a controversial jet fuel price. �� �� A levy on jet fuel fuel has been suggested as a way to raise funds to finance aid for the world’ poorest nations. Airlines and aviation bodies have reacted strongly against the plans, saying they would only be passed after full consultation with airlines. It was keen to point out earlier this week that any new tax on jet jet fuel should not hurt the ""competitiveness of the airlines"". Ministers will also be discussing reforms to regulations governing European public spending. ��� �� U Global Global leaders have focused attention on poverty reduction and development at recent meetings of the G7 Group and",0.7777777777777778
"summarize: Top gig award for Scissor Sisters
 
 New York band Scissor Sisters have won a gig of the year award for their performance at this year's V Festival.
 
 The award was voted for by listeners of Virgin Radio, which compiled a top 10 which was mostly dominated by newcomers on the music scene this year. The quirky disco-rock band beat The Red Hot Chili Peppers who came second for their Hyde Park performance in June. Virgin Radio DJ Pete Mitchell said: ""This year has seen an amazing array of talent come into the mainstream."" He added: ""The Scissor Sisters are one of the most original, eccentric bands to come through and it's no surprise the British public are lapping up their performances."" Newcomers Keane came in third place for their August gig at the V Festival, followed by Maroon 5 and Snow Patrol.
 
 Music veterans The Who and David Bowie, both earned places on the list, at number eight and 10 respectively. At number seven was Oxfam's Make Fair Trade gig at London's Hammersmith Apollo in October, which featured performances by REM, Razorlight and Coldplay's Chris Martin. Glasgow's Franz Ferdinand earned a place at number nine for their home-town performance in April. The annual survey was voted for by nearly 4,000 listeners.
","New York band Scissor Sisters have won a gig of the year award for their performance at this year's V Festival.The award was voted for by listeners of Virgin Radio, which compiled a top 10 which was mostly dominated by newcomers on the music scene this year.Glasgow's Franz Ferdinand earned a place at number nine for their home-town performance in April.At number seven was Oxfam's Make Fair Trade gig at London's Hammersmith Apollo in October, which featured performances by REM, Razorlight and Coldplay's Chris Martin.","summarize: Top gig award for Scissor Sisters $ �� Newcomers Keane Bar Ham Ham Hammed Ham Hammersmith Apollo in October.   �� The award was voted for by listeners of Virgin Radio, which compiled a top 10 which was mostly dominated by newcomers on the music scene this year. The Eagles Eagles are playing a gig of the year award for their performance at this year's V Festival. He ��s Keane came in third place for their August gig at the V Festival, followed by Maroon 5 and Snow Patrol. The quirky disco-rock band beat The Red Hot Chili Peppers who came second for their Hyde Park performance in June. Virgin Radio DJ Pete Mitchell said: ""This year",0.6276595744680851
"summarize: Moody joins up with England
 
 Lewis Moody has flown to Dublin to join England's camp ahead of their RBS Six Nations game against Ireland on Sunday.
 
 Despite joining the squad, the Leicester flanker only has a ""slim"" chance of playing because of an infection in his finger. A decision will be taken on Saturday as to whether the 26-year-old will be declared fit. If he fails to recover in time for the game, his place at the back of the pack will be taken by Andy Hazell. Chris Jones will then start the game on the bench. ""The chances of him playing are very slim,"" said coach Andy Robinson. ""The infection is deeper than was thought.""
 
 Moody had to be put on a drip in an attempt to force antibiotics through his infected finger. He suffered the cut playing against France at Twickenham and it became infected during a 10-minute outing as a replacement for Leicester against Newcastle last Saturday. ""The mud got into it,"" Robinson added. ""He has had a big course of antibiotics but they haven't done the job we hoped they would."" Robinson has already been forced to make one change to the starting line-up with Bath prop Matt Stevens coming in for the injured Phil Vickery.
 
 The 22-year-old has only made 10 starts for his club but has made 49 appearances from the bench. ""It can be frustrating but I've had a lot more game time this season and I'm ready for it,"" Stevens said. ""I've been on tour with these boys and I've been in the England set-up for two years so I know the calls and the way they play."" Stevens will be winning his third cap on Sunday after coming on twice as a replacement on the tour to New Zealand last year.
 
 Robinson has confirmed that fly-half Charlie Hodgson will be the first-choice kicker despite his three missed penalties and a drop goal against France. ""Charlie's state of mind is very good,"" said Robinson. ""Obviously, we are all disappointed we lost the French game and the circumstances in which we did. ""But he responded well last week in his goalkicking for Sale and he will be our first-choice kicker this week.""
 
 Robinson also admits his side must improve their line-out work against Irish duo Malcolm O'Kelly and Paul O'Connell, one of the most effective partnerships in the game. ""In each game we've missed a number","""It cost us the game against Wales but it has improved.""It can be frustrating but I've had a lot more game time this season and I'm ready for it,"" Stevens said.Robinson has confirmed that fly-half Charlie Hodgson will be the first-choice kicker despite his three missed penalties and a drop goal against France.Despite joining the squad, the Leicester flanker only has a ""slim"" chance of playing because of an infection in his finger.Lewis Moody has flown to Dublin to join England's camp ahead of their RBS Six Nations game against Ireland on Sunday.""The chances of him playing are very slim,"" said coach Andy Robinson.The 22-year-old has only made 10 starts for his club but has made 49 appearances from the bench.If he fails to recover in time for the game, his place at the back of the pack will be taken by Andy Hazell.Chris Jones will then start the game on the bench.""In each game we've missed a number of line-outs,"" he added.Robinson has already been forced to make one change to the starting line-up with Bath prop Matt Stevens coming in for the injured Phil Vickery.","summarize: Moody joins up with England's camp ahead of their RBS Six Nations game against Ireland on Sunday. Â ˚ ˓ ˏ ˆ Lewis Moody has flown to Dublin to join England's 13' Capped 0:18 Despite joining the squad, the Leicester flanker only has a ""slim"" chance of playing because of an infection in his finger. A decision will be taken on Saturday as to whether the 26-year-old will be declared fit. If he fails to recover in time for the game, his place at the back of the pack will be take by Andy Hazell. Chris Jones will then start the game on the bench. ""The chances of him playing",0.4444444444444444
"summarize: Moving mobile improves golf swing
 
 A mobile phone that recognises and responds to movements has been launched in Japan.
 
 The motion-sensitive phone - officially titled the V603SH - was developed by Sharp and launched by Vodafone's Japanese division. Devised mainly for mobile gaming, users can also access other phone functions using a pre-set pattern of arm movements. The phone will allow golf fans to improve their swing via a golfing game.
 
 Those who prefer shoot-'em-ups will be able to use the phone like a gun to shoot the zombies in the mobile version of Sega's House of the Dead. The phone comes with a tiny motion-control sensor, a computer chip that responds to movement.
 
 Other features include a display screen that allows users to watch TV and can rotate 180 degrees. It also doubles up as an electronic musical instrument. Users have to select a sound from a menu that includes clapping, tambourine and maracas and shake their phone to create a beat. It is being recommended for the karaoke market. The phone will initially be available in Japan only and is due to go on sale in mid-February. The new gadget could make for interesting people-watching among Japanese commuters, who are able to access their mobiles on the subway. Fishing afficiandos in South Korea are already using a phone that allows them to simulate the movement of a rod. The PH-S6500 phone, dubbed a sports-leisure gadget, was developed by Korean phone giant Pantech and can also be used by runners to measure calorie consumption and distance run.
","A mobile phone that recognises and responds to movements has been launched in Japan.The PH-S6500 phone, dubbed a sports-leisure gadget, was developed by Korean phone giant Pantech and can also be used by runners to measure calorie consumption and distance run.Devised mainly for mobile gaming, users can also access other phone functions using a pre-set pattern of arm movements.Fishing afficiandos in South Korea are already using a phone that allows them to simulate the movement of a rod.The phone comes with a tiny motion-control sensor, a computer chip that responds to movement.The motion-sensitive phone - officially titled the V603SH - was developed by Sharp and launched by Vodafone's Japanese division.","summarize: Moving mobile improves golfing game. Players who prefer play-'em-ups will be able to use a mobile phone that recognises and responds to movements has been launched in Japan. Please ㅅ The motion-sensitive phone - officially titled the V603SH - was developed by Sharp and launched by Vodafone's Japanese division. Devised mainly for mobile gaming, users can also access other phone functions using a pre-set pattern of arm movements. The phone will allow golf fans to use the phone like a gun to shoot the zombies in the mobile version of Sega's House of the Dead. It comes with a tiny motion-control sensor, a computer chip that responds to movement. It also doubles",0.6638655462184874
"summarize: Federer forced to dig deep
 
 Top seed Roger Federer had to save two match points before squeezing past Juan Carlos Ferrero at the Dubai Open.
 
 The world number one took two hours 15 minutes to earn his 4-6 6-3 7-6 victory, saving match points at 6-4 in the tiebreak before claiming it 8-6. Federer made a number of unforced errors early on, allowing Ferrero to take advantage and claim the first set. But the Swiss star hit back to reach the quarter-finals, where he will face seventh seed Russian Mikhail Youzhny. The Russian beat Germany's Rainer Schuettler 7-5 6-4. Federer was not unduly worried despite being taken to three sets for the third consecutive match. The world number one was forced to go the distance against Ivan Ljubicic in the Rotterdam final and against Ivo Minar in the first round in Dubai. ""I definitely had a slow start again and to come back every time is quite an effort,"" he said. ""I haven't been playing well, but I've been coming through. I'm winning the crucial points and that shows I'm on top of my game when I have to be.""
","Top seed Roger Federer had to save two match points before squeezing past Juan Carlos Ferrero at the Dubai Open.The world number one took two hours 15 minutes to earn his 4-6 6-3 7-6 victory, saving match points at 6-4 in the tiebreak before claiming it 8-6.But the Swiss star hit back to reach the quarter-finals, where he will face seventh seed Russian Mikhail Youzhny.Federer made a number of unforced errors early on, allowing Ferrero to take advantage and claim the first set.","summarize: Federer forced to dig deep in the tiebreak before claiming it 8-6. Federer made a number of unforced errors early on, allowing Ferrero to take advantage and claim the first set. But the Swiss star hit back to reach the quarter-finals, where he will face seventh seed Russian Mikhail Youzhny. The Russian beat Germany's Rainer Schuettler 7-5 6-4. The French player was not unduly worried despite being taken to three sets for the third consecutive match. The world number one was happy to go the distance against Ivan Ljubicic in the Rotterdam final and against Ivo Minar in the first round in Dubai. ""I definitely",0.6521739130434783
"summarize: Parmalat to return to stockmarket
 
 Parmalat, the Italian dairy company which went bust after an accounting scandal, hopes to be back on the Italian stock exchange in July.
 
 The firm gained protection from creditors in 2003 after revealing debts of 14bn euros ($18.34bn; £9.6bn). This was eight times higher than it had previously stated. In a statement issued on Wednesday night, Parmalat Finanziaria detailed administrators' latest plans for re-listing the shares of the group.
 
 As part of the re-listing on the Italian stock exchange, creditors' debts are expected to be converted into shares through two new share issues amounting to more than 2bn euros. The company's creditors will be asked to vote on the plan later this year. The plan is likely to give creditors of Parmalat Finanziaria shares worth about 5.7% of the debts they are owed. This is lower than the 11.3% creditors previously hoped to receive. Creditors of Parmalat, the main operating company, are likely to see the percentage of debt they receive fall from 7.3% to 6.9%.
 
 Several former top Parmalat executives are under investigation for the fraud scandal. Lawmakers said on Wednesday night Enrico Bondi, the turnaround specialist appointed by the Italian government as Parmalat's chief executive, spoke positively about the company during a closed-door hearing of the Chamber of Deputies industry commission. ""Bondi supplied us with elements of positive results on the industrial positions and on the history of debt which will find a point of solution through the Parmalat group's quotation on the market in July,"" Italian news agency Apcom quoted several lawmakers as saying in a statement.
","The plan is likely to give creditors of Parmalat Finanziaria shares worth about 5.7% of the debts they are owed.Creditors of Parmalat, the main operating company, are likely to see the percentage of debt they receive fall from 7.3% to 6.9%.As part of the re-listing on the Italian stock exchange, creditors' debts are expected to be converted into shares through two new share issues amounting to more than 2bn euros.In a statement issued on Wednesday night, Parmalat Finanziaria detailed administrators' latest plans for re-listing the shares of the group.Parmalat, the Italian dairy company which went bust after an accounting scandal, hopes to be back on the Italian stock exchange in July.","summarize: Parmalat to return to stockmarket in July.  �� As part of the re-listing on the Italian stock exchange, the Italian dairy company which went bust after an accounting scandal, hopes to be back on the Japanese stock exchange in July as well. �� �� The firm gained protection from creditors in 2003 after revealing debts of 14bn euros ($18.34bn; £9.6bn). This was eight times higher than it had previously stated. The company's creditors will be asked to vote on the plan later this year. In a statement issued on Wednesday night, Parmalats Finanziaria detailed administrators' latest plans for re-listeding the shares of the group.",0.575
"summarize: Kilroy-Silk quits'shameful' UKIP
 
 Ex-chat show host Robert Kilroy-Silk has quit the UK Independence Party and accused it of betraying its supporters.
 
 The MEP said he was ashamed to have joined the party, which he labelled as a ""joke"". He plans to stand in the next general election but refused to confirm he is setting up a new political party called Veritas - Latin for truth. UKIP leader Roger Knapman said he would ""break open the champagne"", adding: ""It was nice knowing him, now 'goodbye'."" However, he did say the ex-chat show host had been ""quite useful initially"". ""He has remarkable ability to influence people but, sadly, after the (European) election it became clear that he was more interested in the Robert Kilroy-Silk Party than the UK Independence Party so it was nice knowing him, now 'goodbye',"" Mr Knapman told BBC Radio 4's Today programme. Mr Knapman rejected the idea Mr Kilroy-Silk posed a threat to UKIP and queried why he had failed to confirm rumours he was starting a new political party.
 
 Mr Kilroy-Silk explained his reasons to his East Midlands constituents at a meeting in Hinckley, Leicestershire. His decision came as UKIP officials began a process which could have triggered Mr Kilroy-Silk's expulsion. It marks the end of his membership of UKIP after just nine months. It began with a flood of publicity which helped UKIP into third place in last June's European elections but became dominated by rancour as he tried to take over the party leadership.
 
 Mr Kilroy-Silk accused his fellow UKIP MEPs of being content with growing fat ""sitting on their backsides"" in Brussels. He told BBC News 24: ""I tried to change the party, I nagged all the way through the summer to do things, to get moving because I thought it was criminal what they were doing, it was a betrayal."" Mr Kilroy-Silk also told Sky News there was ""masses of support"" for him to form a new party - something he has yet to confirm will happen.
 
 UKIP won 12 seats and 16.1% of the vote at the European elections on the back of its call for the UK to leave the European Union In his speech, Mr Kilroy-Silk says the result offered UKIP an ""","Mr Knapman rejected the idea Mr Kilroy-Silk posed a threat to UKIP and queried why he had failed to confirm rumours he was starting a new political party.""He has remarkable ability to influence people but, sadly, after the (European) election it became clear that he was more interested in the Robert Kilroy-Silk Party than the UK Independence Party so it was nice knowing him, now 'goodbye',"" Mr Knapman told BBC Radio 4's Today programme.On Thursday, the party challenged Mr Kilroy-Silk to stand down as an MEP so voters can get a genuine UKIP candidate.""The party is going nowhere and I'm embarrassed with its allies in Europe and I'm ashamed to be a member of the party,"" said Mr Kilroy-Silk.Mr Kilroy-Silk also told Sky News there was ""masses of support"" for him to form a new party - something he has yet to confirm will happen.The MEP said he was ashamed to have joined the party, which he labelled as a ""joke"".Ex-chat show host Robert Kilroy-Silk has quit the UK Independence Party and accused it of betraying its supporters.UKIP won 12 seats and 16.1% of the vote at the European elections on the back of its call for the UK to leave the European Union In his speech, Mr","summarize: Kilroy-Silk quits'shameful' UKIPhttps �� � Ex-chat show host Robert Kilroy -Silk has quit the UK Independence Party and accused it of betraying its supporters. It marks the end of his membership of UKIP after just nine months. The MEP said he was ashamed to have joined the party, which he labelled as a ""joke"". He plans to stand in the next general election but refused to confirm he is setting up a new political party called Veritas - Latin for truth. UKIP leader Roger Knapman said he would ""break open the champagne"", adding: ""It was nice knowing him, now 'goodbye'."" However, he did",0.3333333333333333
"summarize: New Harry Potter tops book chart
 
 Harry Potter and the Half-Blood Prince has topped Amazon's book chart less than 24 hours after its release date - 16 July - was announced.
 
 Thousands of customers placed pre-orders on the amazon.co.uk website for the sixth book in the series. Rowling revealed she had completed the novel on Tuesday, ahead of the scheduled announcement on 25 December. It will be published simultaneously in the UK, the US, Canada, Australia, New Zealand and South Africa. JK Rowling's fifth book in the wizard series, Harry Potter and Order of the Phoenix was Amazon's largest pre-ordered item ever, with 420,000 copies pre-ordered prior to its release in June 2003. Customers who pre-order Harry Potter and the Half-Blood Prince avoid standing in long queues at bookshops on the day of the book's release next July. ""The fact that the book has already hit number one in our Hot 100 books chart shows how incredibly excited customers are about the sixth Harry Potter,"" said Amazon's Robin Terrell.
 
 Harry Potter and the Half-Blood Prince takes up the story of Harry Potter's sixth year at Hogwarts School of Witchcraft and Wizardry as Lord Voldemort grows stronger. Rowling has already revealed that the Half-Blood Prince is neither Harry nor Voldemort. And she added that the opening chapter of the book had been brewing in her mind for 13 years. Rowling said she had plenty of time while pregnant ""to tinker with the manuscript to my satisfaction and I am as happy as I have ever been with the end result"". She also previously revealed that a character will be killed in the sixth book, but she has given no hints as to who it might be. Following publication of the sixth book, just one novel remains to complete the series.
","""The fact that the book has already hit number one in our Hot 100 books chart shows how incredibly excited customers are about the sixth Harry Potter,"" said Amazon's Robin Terrell.Harry Potter and the Half-Blood Prince has topped Amazon's book chart less than 24 hours after its release date - 16 July - was announced.Rowling has already revealed that the Half-Blood Prince is neither Harry nor Voldemort.Harry Potter and the Half-Blood Prince takes up the story of Harry Potter's sixth year at Hogwarts School of Witchcraft and Wizardry as Lord Voldemort grows stronger.JK Rowling's fifth book in the wizard series, Harry Potter and Order of the Phoenix was Amazon's largest pre-ordered item ever, with 420,000 copies pre-ordered prior to its release in June 2003.Following publication of the sixth book, just one novel remains to complete the series.","summarize: New Harry Potter tops book chart Barcelona  �� Harry Potter and the Half-Blood Prince has topped Amazon's book chart less than 24 hours after its release date - 16 July - was announced. Barcelona �� �� Thousands of customers placed pre-orders on the amazon.co.uk website for the sixth book in the series. Rowling revealed she had completed the novel on Tuesday, ahead of the scheduled announcement on 25 December. It will be published simultaneously in the UK, the US, Canada, Australia, New Zealand and South Africa. JK Rowling's fifth book In the wizard series, Harry Potter And Order of the Phoenix was Amazon's largest pre-ordered item ever, with 420,000 copies pre",0.5165562913907285
"summarize: Economy'strong' in election year
 
 UK businesses are set to prosper during the next few months - but this could trigger more interest rate rises, according to a report.
 
 Optimism is at its highest since 1997 and business will reap the benefits of a continuing rise in public spending, say researchers at BDO Stoy Hayward. The Bank of England is expected to keep rates on hold this week - but they could go up later in the year. Rates are likely to rise after the anticipated general election in May. The BDO optimism index - a leading indicator of GDP growth two quarters ahead edged up in January to 102.5, from 102.2 in October. The rise is due, in part, to an increase in public spending and increased merger and acquisition activity.
 
 The only thing blighting business optimism this year will be uncertainties associated with the general election, BDO said. Its BDO's output index - which predicts GDP movements a quarter in advance - remained at 100.8 for January, implying GDP growth at 2.9% in the second quarter of 2005. However, the output index is being held back by recent interest rate rises, sterling's strength against the dollar and high oil prices, the group noted. Its inflation index, which has risen continuously over the last 8 months, climbed to 110.0 in January from 108.0 in October last year. ""The UK is looking strong going into the general election, but businesses need to prepare themselves for a jolt ahead as the Bank of England reacts to growth and inflationary pressures,"" said Peter Hemington, partner at BDO Stoy Hayward. ""Growth will probably slow by the end of 2005 and it is likely that we will see higher interest rates or a sharp drop in demand for products and services.""
","The BDO optimism index - a leading indicator of GDP growth two quarters ahead edged up in January to 102.5, from 102.2 in October.The only thing blighting business optimism this year will be uncertainties associated with the general election, BDO said.""The UK is looking strong going into the general election, but businesses need to prepare themselves for a jolt ahead as the Bank of England reacts to growth and inflationary pressures,"" said Peter Hemington, partner at BDO Stoy Hayward.Optimism is at its highest since 1997 and business will reap the benefits of a continuing rise in public spending, say researchers at BDO Stoy Hayward.UK businesses are set to prosper during the next few months - but this could trigger more interest rate rises, according to a report.","summarize: Economy'strong' in election year 2017 اس UK businesses are set to prosper during the next few months - but this could trigger more interest rate rises, according to a report. Asda اء Optimism is at its highest since 1997 and business will reap the benefits of a continuing rise in public spending, say researchers at BDO Stoy Hayward. The Bank of England is expected to keep rates on hold this week - but they could go up later in the year. Rates are likely to rise after the anticipated general election in May. The BDO optimism index - a leading indicator of GDP growth two quarters ahead edged up in January to 102.5, from 102.2 in October. The rise",0.6946564885496184
